cluster_id_1,cluster_id_2,distance_meters
4.0,24.0,789.7997147634112
4.0,25.0,166.12497753439953
4.0,26.0,1091.9398138003894
4.0,27.0,1229.902093217151
4.0,28.0,1289.1396439358664
4.0,29.0,2527.439793899994
4.0,30.0,862.2649041684042
4.0,31.0,2253.1046396549705
4.0,32.0,2456.7949993159546
4.0,33.0,223.59441077539663
4.0,34.0,1148.000909733508
4.0,35.0,825.9416191909789
4.0,36.0,448.7106620648268
4.0,37.0,1032.6042304402981
4.0,38.0,1268.2801303500607
4.0,39.0,1720.1282997652813
4.0,40.0,1187.7746574259916
4.0,41.0,424.58439701457775
4.0,42.0,736.9085158037592
4.0,43.0,1314.8841280481272
4.0,44.0,395.51215800159457
4.0,45.0,620.6127091320391
4.0,46.0,2164.1077988059988
4.0,47.0,724.6728261681819
4.0,48.0,1165.0064438798634
4.0,49.0,1162.9715903158992
4.0,50.0,578.4452565970054
4.0,51.0,1141.5431502489603
5.0,6.0,329.4795404525663
5.0,7.0,795.3862960539328
5.0,8.0,131.6526696438681
5.0,9.0,1168.836860569971
5.0,10.0,681.7539059186113
5.0,11.0,442.54834574333654
5.0,12.0,982.9704531376651
5.0,13.0,1324.2369142360653
5.0,14.0,1150.9556240370473
5.0,15.0,424.6534860600708
5.0,16.0,563.5322675701775
5.0,17.0,1598.2339895731197
5.0,18.0,704.4988041819378
5.0,19.0,897.2456809805661
5.0,20.0,987.9745722749828
5.0,21.0,584.8706868807691
5.0,22.0,775.0816883795566
5.0,23.0,542.741588771792
5.0,24.0,200.9469073611188
5.0,25.0,938.3967003543984
5.0,26.0,721.0198998890854
5.0,27.0,1331.111190305656
5.0,28.0,506.00773359127294
5.0,29.0,1755.520807110817
5.0,30.0,799.7912535408822
5.0,31.0,1976.023942693916
5.0,32.0,2154.528035321354
5.0,33.0,785.6983094490029
5.0,34.0,1134.821666154751
5.0,35.0,949.541445526916
5.0,36.0,1090.7290387606129
5.0,37.0,1206.0886995406086
5.0,38.0,1794.921676413007
5.0,39.0,938.6524419657189
5.0,40.0,1383.4497484946296
5.0,41.0,1151.9368666363282
5.0,42.0,1086.6742486490248
5.0,43.0,1693.522360393525
5.0,44.0,860.7349131169324
5.0,45.0,894.334258827164
5.0,46.0,1435.04451179508
5.0,47.0,950.8072995477012
5.0,48.0,464.65010021494265
5.0,49.0,1597.379123844751
5.0,50.0,209.05218728613679
5.0,51.0,574.5297077814404
6.0,7.0,467.69115523912427
6.0,8.0,258.21894096077574
6.0,9.0,1404.8927277985915
6.0,10.0,824.4194433638783
6.0,11.0,645.8140495390909
6.0,12.0,1014.8936293745303
6.0,13.0,1541.9394057720767
6.0,14.0,1360.6554576880915
6.0,15.0,95.52478669798185
6.0,16.0,849.9339315703578
6.0,17.0,1801.7388549203947
6.0,18.0,401.8158494251483
6.0,19.0,1070.2885475363234
6.0,20.0,1278.9921550120916
6.0,21.0,666.5509392667129
6.0,22.0,812.3098425881515
6.0,23.0,859.0882190604589
6.0,24.0,339.3152784071536
6.0,25.0,1244.764355618877
6.0,26.0,661.8990174722363
6.0,27.0,1393.3989153253847
6.0,28.0,260.44363182864214
6.0,29.0,1430.1460213155797
6.0,30.0,882.4465210483534
6.0,31.0,2061.4203061331386
6.0,32.0,2221.5596381957944
6.0,33.0,1067.0653877956918
6.0,34.0,1173.0384949638026
6.0,35.0,1074.4404588578984
6.0,36.0,1356.0704376495214
6.0,37.0,1310.949170059469
6.0,38.0,1987.1342248676365
6.0,39.0,622.8090994839572
6.0,40.0,1478.0937622988927
6.0,41.0,1437.8009050727
6.0,42.0,1268.6276724434458
6.0,43.0,1835.273807307492
6.0,44.0,1108.2991477611515
6.0,45.0,1082.1719012275591
6.0,46.0,1237.8024497663496
6.0,47.0,1112.4416479281283
6.0,48.0,207.4287107268817
6.0,49.0,1764.959144033909
6.0,50.0,522.9881181020631
6.0,51.0,418.73100605086074
7.0,8.0,703.768315257131
7.0,9.0,1820.0052034087228
7.0,10.0,1198.8438241523236
7.0,11.0,1073.0083236111275
7.0,12.0,1270.980240707882
7.0,13.0,1939.5773289278518
7.0,14.0,1756.4773320808715
7.0,15.0,372.25552419699244
7.0,16.0,1306.2123184106335
7.0,17.0,2181.6070540481896
7.0,18.0,188.36049662631189
7.0,19.0,1375.1951282693567
7.0,20.0,1732.543003764699
7.0,21.0,1016.6451621049628
7.0,22.0,1100.9694605602417
7.0,23.0,1325.6172267835814
7.0,24.0,785.0488670774837
7.0,25.0,1706.4086888478073
7.0,26.0,882.1894389649625
7.0,27.0,1649.2190125318748
7.0,28.0,381.18483412343755
7.0,29.0,962.9915590400756
7.0,30.0,1202.8563166850315
7.0,31.0,2204.4260995828986
7.0,32.0,2334.2146668330097
7.0,33.0,1517.6670646264215
7.0,34.0,1419.5899388862795
7.0,35.0,1413.6671399444533
7.0,36.0,1792.9016036531298
7.0,37.0,1615.8891171690527
7.0,38.0,2352.9574189300533
7.0,39.0,195.34944250149366
7.0,40.0,1763.4025144033164
7.0,41.0,1887.0042156821446
7.0,42.0,1645.218335788896
7.0,43.0,2155.018784997393
7.0,44.0,1538.3341058412814
7.0,45.0,1471.768677663017
7.0,46.0,1013.6489396487378
7.0,47.0,1480.007166689283
7.0,48.0,441.02537651928975
7.0,49.0,2112.2253950932304
7.0,50.0,990.3066119571195
7.0,51.0,617.595437296552
8.0,9.0,1300.3618568666475
8.0,10.0,799.1156808366717
8.0,11.0,567.855235567759
8.0,12.0,1077.0606762634152
8.0,13.0,1455.0374828339295
8.0,14.0,1280.9578924861953
8.0,15.0,345.8006347224447
8.0,16.0,693.6005100658722
8.0,17.0,1728.2503146920983
8.0,18.0,593.7826335205643
8.0,19.0,852.5270858130017
8.0,20.0,1115.7649921339703
8.0,21.0,685.720972524028
8.0,22.0,867.7840315931511
8.0,23.0,663.2377563587054
8.0,24.0,293.0568560488142
8.0,25.0,1061.6634760236254
8.0,26.0,782.5805532770261
8.0,27.0,1435.757364002932
8.0,28.0,384.7675422119024
8.0,29.0,1654.9671069446165
8.0,30.0,904.9675486368048
8.0,31.0,1900.651224894372
8.0,32.0,2073.313834238453
8.0,33.0,915.6964894571214
8.0,34.0,1232.0319727375395
8.0,35.0,1065.8823360518754
8.0,36.0,1221.7916653798595
8.0,37.0,1319.839873668765
8.0,38.0,1924.1022783505177
8.0,39.0,832.1540978057542
8.0,40.0,1495.826893357552
8.0,41.0,1280.4212481433078
8.0,42.0,1213.482706624142
8.0,43.0,1815.8559748478406
8.0,44.0,992.3655426938358
8.0,45.0,1021.2105547849668
8.0,46.0,1303.4058536682844
8.0,47.0,1074.0046254980798
8.0,48.0,437.8373218664604
8.0,49.0,1723.4338428022656
8.0,50.0,336.44649349175836
8.0,51.0,595.8604543918468
9.0,10.0,638.0138272441883
9.0,11.0,759.0816411841116
9.0,12.0,830.1085600400369
9.0,13.0,179.91532753251337
9.0,14.0,141.2048246331045
9.0,15.0,1485.2666639586114
9.0,16.0,630.7350873691844
9.0,17.0,458.51873991788847
9.0,18.0,1803.6235710404378
9.0,19.0,1762.943352682343
9.0,20.0,373.06145358005045
9.0,21.0,825.5019396081584
9.0,22.0,840.7505966914191
9.0,23.0,742.9186892813299
9.0,24.0,1066.8936660413854
9.0,25.0,502.0485263409601
9.0,26.0,1070.9780376488225
9.0,27.0,795.5407873998059
9.0,28.0,1647.7523511490622
9.0,29.0,2742.939366717771
9.0,30.0,716.8853444655864
9.0,31.0,2861.5319512294786
9.0,32.0,3063.9115459481645
9.0,33.0,436.14793814628786
9.0,34.0,825.0421547796125
9.0,35.0,539.3969077149659
9.0,36.0,183.01321447013353
9.0,37.0,597.8427846342225
9.0,38.0,664.8444563651836
9.0,39.0,2004.2757149596907
9.0,40.0,694.926404272249
9.0,41.0,322.46658613166926
9.0,42.0,283.66002016631563
9.0,43.0,714.2414735407502
9.0,44.0,309.2731312894038
9.0,45.0,369.6461392785447
9.0,46.0,2603.5400686479747
9.0,47.0,415.8968435503361
9.0,48.0,1379.4743152271394
9.0,49.0,554.1790855229358
9.0,50.0,977.0037496112649
9.0,51.0,1251.5101665614343
10.0,11.0,254.38413372419615
10.0,12.0,392.2394751642205
10.0,13.0,741.8845809847118
10.0,14.0,559.1235827469582
10.0,15.0,891.3035793900115
10.0,16.0,432.6335211377451
10.0,17.0,985.2140043361645
10.0,18.0,1206.0659990908339
10.0,19.0,1499.8868860023936
10.0,20.0,688.7521462086469
10.0,21.0,187.75462310797118
10.0,22.0,260.34862653242675
10.0,23.0,585.7248576888197
10.0,24.0,514.1319189652959
10.0,25.0,738.2605043962757
10.0,26.0,450.1654715012213
10.0,27.0,669.008964725529
10.0,28.0,1082.4860376618328
10.0,29.0,2106.5774431868
10.0,30.0,178.2061557457095
10.0,31.0,2613.0669318933074
10.0,32.0,2801.119729981169
10.0,33.0,501.6047998807841
10.0,34.0,509.66223165038747
10.0,35.0,267.8358931376326
10.0,36.0,661.5549879104159
10.0,37.0,525.7264896553284
10.0,38.0,1164.7875547492408
10.0,39.0,1388.6597782690264
10.0,40.0,704.1088543129795
10.0,41.0,797.723998645557
10.0,42.0,448.4303243042005
10.0,43.0,1019.8956538455832
10.0,44.0,414.23641043026413
10.0,45.0,274.61339906028684
10.0,46.0,2059.8099570785675
10.0,47.0,288.16796348632636
10.0,48.0,758.9678964684654
10.0,49.0,940.9028506802631
10.0,50.0,563.6344935926998
10.0,51.0,613.9388908879259
11.0,12.0,620.2995508260702
11.0,13.0,899.801447277498
11.0,14.0,720.8659604213179
11.0,15.0,727.2835097497126
11.0,16.0,286.888990660504
11.0,17.0,1166.6892273409262
11.0,18.0,1045.260293073478
11.0,19.0,1246.7292172477096
11.0,20.0,675.761638151658
11.0,21.0,252.60206257033596
11.0,22.0,438.7370310080348
11.0,23.0,401.4447754947463
11.0,24.0,308.47691632707256
11.0,25.0,679.3799322343064
11.0,26.0,524.5472465443198
11.0,27.0,923.0064751777713
11.0,28.0,891.1952984054775
11.0,29.0,2018.7776123103554
11.0,30.0,409.70996653190963
11.0,31.0,2358.882371560893
11.0,32.0,2546.738609821519
11.0,33.0,460.1633421324825
11.0,34.0,753.753773261887
11.0,35.0,518.0043113672536
11.0,36.0,719.9111921805908
11.0,37.0,777.3370234806929
11.0,38.0,1359.261834367662
11.0,39.0,1251.6245558793028
11.0,40.0,956.1401485904981
11.0,41.0,820.7454882896686
11.0,42.0,645.778714520146
11.0,43.0,1251.4083881136905
11.0,44.0,466.0511174851162
11.0,45.0,453.65233607470986
11.0,46.0,1858.0565518244857
11.0,47.0,508.6183513729896
11.0,48.0,639.0419619891728
11.0,49.0,1155.6021992030442
11.0,50.0,309.25163434521045
11.0,51.0,570.5785212010741
12.0,13.0,854.6581548165664
12.0,14.0,702.7763706059367
12.0,15.0,1052.1753627844066
12.0,16.0,823.7438237824663
12.0,17.0,1015.4588625891346
12.0,18.0,1334.242447407288
12.0,19.0,1854.1319394373113
12.0,20.0,1012.2968859716073
12.0,21.0,400.1022608376775
12.0,22.0,209.30073744889916
12.0,23.0,977.9538467123069
12.0,24.0,786.5056459003421
12.0,25.0,1087.9870007980637
12.0,26.0,388.79296605442744
12.0,27.0,382.6550100593991
12.0,28.0,1270.239297218509
12.0,29.0,2073.849403785367
12.0,30.0,215.0150890620275
12.0,31.0,2954.787025106984
12.0,32.0,3136.2289898113413
12.0,33.0,859.3085035258342
12.0,34.0,158.18476822397483
12.0,35.0,292.3796481560545
12.0,36.0,926.27710359872
12.0,37.0,364.8941836171501
12.0,38.0,1146.6154594710035
12.0,39.0,1466.059526028673
12.0,40.0,493.6473146895982
12.0,41.0,1082.1403480222436
12.0,42.0,553.6306442443988
12.0,43.0,897.1598150920595
12.0,44.0,727.3805057203099
12.0,45.0,500.1558254095806
12.0,46.0,2231.129677595438
12.0,47.0,419.7792393672936
12.0,48.0,874.7112581674407
12.0,49.0,886.8484152021149
12.0,50.0,916.7189159345945
12.0,51.0,657.5470429110222
13.0,14.0,183.1096749701967
13.0,15.0,1617.9989042238599
13.0,16.0,801.0962657769438
13.0,17.0,281.6497341011991
13.0,18.0,1936.0712631085883
13.0,19.0,1942.153886756807
13.0,20.0,545.4442913303067
13.0,21.0,927.8801159902569
13.0,22.0,907.2592700821937
13.0,23.0,919.8624534024898
13.0,24.0,1207.8936214546668
13.0,25.0,674.9767902538912
13.0,26.0,1146.033071174405
13.0,27.0,736.5342622307355
13.0,28.0,1790.8595907895703
13.0,29.0,2843.700699173805
13.0,30.0,783.9043031774079
13.0,31.0,3041.447227900846
13.0,32.0,3243.801642019223
13.0,33.0,614.3156978665469
13.0,34.0,815.7237468178232
13.0,35.0,581.5442171770663
13.0,36.0,352.0015896499656
13.0,37.0,558.1894493164621
13.0,38.0,487.23604666636476
13.0,39.0,2127.7945349968245
13.0,40.0,610.68451111748
13.0,41.0,464.78858460477693
13.0,42.0,311.838876980055
13.0,43.0,550.2846850057638
13.0,44.0,475.55757126468615
13.0,45.0,467.8624907942052
13.0,46.0,2755.4535450149137
13.0,47.0,476.58401302560964
13.0,48.0,1498.8146283008255
13.0,49.0,383.11565010247483
13.0,50.0,1139.0482182394285
13.0,51.0,1351.4858924841576
14.0,15.0,1435.8419115105294
14.0,16.0,647.4613868716428
14.0,17.0,447.29834410286315
14.0,18.0,1753.7340408731066
14.0,19.0,1807.813428007983
14.0,20.0,479.0515764884448
14.0,21.0,745.5835385340092
14.0,22.0,734.2765797874912
14.0,23.0,780.1069914790085
14.0,24.0,1028.126128583918
14.0,25.0,603.127668728239
14.0,26.0,970.7302754191618
14.0,27.0,654.6948439340501
14.0,28.0,1610.9987909770996
14.0,29.0,2662.819062098962
14.0,30.0,610.1034668306108
14.0,31.0,2916.5737202303826
14.0,32.0,3116.632058676123
14.0,33.0,485.98752892225286
14.0,34.0,687.8336225723243
14.0,35.0,417.22222111594937
14.0,36.0,304.88864320276315
14.0,37.0,456.6418507104281
14.0,38.0,645.790499361068
14.0,39.0,1944.7103853084088
14.0,40.0,558.2523988624431
14.0,41.0,456.67530347471086
14.0,42.0,149.3890284044743
14.0,43.0,626.8417128868876
14.0,44.0,325.2455633240688
14.0,45.0,284.83237335713693
14.0,46.0,2578.4902266041527
14.0,47.0,302.0880327968319
14.0,48.0,1315.705030105216
14.0,49.0,483.490192472825
14.0,50.0,971.777982669318
14.0,51.0,1170.0632350635894
15.0,16.0,941.2537673439873
15.0,17.0,1873.786876820914
15.0,18.0,318.442804230422
15.0,19.0,1126.4468893675662
15.0,20.0,1369.8181645682193
15.0,21.0,724.634138373811
15.0,22.0,855.3802368180868
15.0,23.0,953.9295051553038
15.0,24.0,425.16265008839844
15.0,25.0,1338.0058838284165
15.0,26.0,683.5471456958392
15.0,27.0,1433.7497827656068
15.0,28.0,222.90500077977188
15.0,29.0,1334.931262307219
15.0,30.0,934.9392897769847
15.0,31.0,2086.4571607968373
15.0,32.0,2240.7026228971117
15.0,33.0,1156.8541315036443
15.0,34.0,1209.5395252064009
15.0,35.0,1133.5674301773513
15.0,36.0,1442.24202731157
15.0,37.0,1362.7778027302002
15.0,38.0,2056.0478478858377
15.0,39.0,531.034414361945
15.0,40.0,1525.9884310228977
15.0,41.0,1527.481641943991
15.0,42.0,1338.4992066569469
15.0,43.0,1892.740638147221
15.0,44.0,1192.1954261869714
15.0,45.0,1154.7907317608513
15.0,46.0,1183.5333042362365
15.0,47.0,1179.2736489050717
15.0,48.0,192.33319123819604
15.0,49.0,1828.8986625186844
15.0,50.0,618.1600711753248
15.0,51.0,422.8455135594884
16.0,17.0,1082.4494802603508
16.0,18.0,1249.2797751975968
16.0,19.0,1169.187712676917
16.0,20.0,429.2542354188026
16.0,21.0,520.4974237205623
16.0,22.0,679.4157651179918
16.0,23.0,160.43211049541398
16.0,24.0,521.5830826703803
16.0,25.0,404.75035846865387
16.0,26.0,805.1158460871882
16.0,27.0,1050.5589095759935
16.0,28.0,1065.5179538419316
16.0,29.0,2265.250965052227
16.0,30.0,610.7932007144561
16.0,31.0,2284.8106402248686
16.0,32.0,2481.734720905353
16.0,33.0,222.1670254615751
16.0,34.0,928.6128136571363
16.0,35.0,628.1130799143926
16.0,36.0,530.2234557578053
16.0,37.0,869.7411472723157
16.0,38.0,1286.7695580304448
16.0,39.0,1472.2018598046945
16.0,40.0,1041.637166144194
16.0,41.0,590.355653351725
16.0,42.0,633.3986042744517
16.0,43.0,1254.4216623153263
16.0,44.0,325.83782687596226
16.0,45.0,463.6073319295777
16.0,46.0,1991.5600551514747
16.0,47.0,558.2557452388314
16.0,48.0,890.5731395929632
16.0,49.0,1126.7653375935054
16.0,50.0,358.32544884416103
16.0,51.0,852.3066430401872
17.0,18.0,2190.2552873176637
17.0,19.0,2220.9886548668205
17.0,20.0,806.321404066305
17.0,21.0,1164.9652455317782
17.0,22.0,1111.2847157179617
17.0,23.0,1200.947514903513
17.0,24.0,1472.577687107386
17.0,25.0,934.2900011431761
17.0,26.0,1351.8054148576575
17.0,27.0,792.4781979727796
17.0,28.0,2054.682069970415
17.0,29.0,3062.0873011246845
17.0,30.0,993.5605792265316
17.0,31.0,3316.0040117973026
17.0,32.0,3519.230503866743
17.0,33.0,894.613745758352
17.0,34.0,936.9453222161277
17.0,35.0,780.6798541101755
17.0,36.0,615.4261236003641
17.0,37.0,666.0839289559681
17.0,38.0,206.3611412995887
17.0,39.0,2372.856079603956
17.0,40.0,639.7493260444995
17.0,41.0,695.9407375612976
17.0,42.0,536.9033621026443
17.0,43.0,386.944624894603
17.0,44.0,756.6969936789656
17.0,45.0,719.5714764001981
17.0,46.0,3024.7452454413187
17.0,47.0,701.6458058634729
17.0,48.0,1743.3619247124936
17.0,49.0,223.74834150044333
17.0,50.0,1417.1209784696703
17.0,51.0,1579.0032014307296
18.0,19.0,1196.1113840076937
18.0,20.0,1678.5280691311075
18.0,21.0,1034.1245746398474
18.0,22.0,1147.9947979036688
18.0,23.0,1246.7265874290006
18.0,24.0,740.756417482779
18.0,25.0,1639.1617431894174
18.0,26.0,950.3239764052587
18.0,27.0,1716.6933822661756
18.0,28.0,223.64157581763425
18.0,29.0,1065.5980996352898
18.0,30.0,1237.4818859570196
18.0,31.0,2018.1033314539025
18.0,32.0,2150.461526215627
18.0,33.0,1467.8219718172659
18.0,34.0,1488.5646711361628
18.0,35.0,1441.526952390621
18.0,36.0,1757.8612682814971
18.0,37.0,1661.8573891236206
18.0,38.0,2370.521653340951
18.0,39.0,240.40643966539488
18.0,40.0,1819.2338777463478
18.0,41.0,1838.4663513882697
18.0,42.0,1654.17377359549
18.0,43.0,2196.7731655262437
18.0,44.0,1509.3858975100147
18.0,45.0,1471.9625445585723
18.0,46.0,902.2473390953422
18.0,47.0,1493.3089816953666
18.0,48.0,462.3877368244749
18.0,49.0,2139.620048165052
18.0,50.0,910.5260353556297
18.0,51.0,678.8740764167974
19.0,20.0,1435.3989075060072
19.0,21.0,1455.7483903727286
19.0,22.0,1652.887449837183
19.0,23.0,1027.72828919731
19.0,24.0,1096.4697681003472
19.0,25.0,1320.0464003688678
19.0,26.0,1618.2491548026017
19.0,27.0,2168.754063137064
19.0,28.0,998.644507967689
19.0,29.0,2167.6077613868974
19.0,30.0,1652.3142169633177
19.0,31.0,1117.9104030117117
19.0,32.0,1312.809084292289
19.0,33.0,1328.3285629725697
19.0,34.0,1996.786292178487
19.0,35.0,1754.364306135358
19.0,36.0,1613.5288234878738
19.0,37.0,2011.5128352386296
19.0,38.0,2427.318613392677
19.0,39.0,1403.6395671301964
19.0,40.0,2189.2521867917762
19.0,41.0,1584.7185816902586
19.0,42.0,1802.4396343319765
19.0,43.0,2423.298810709309
19.0,44.0,1482.7132684419316
19.0,45.0,1626.5757108961716
19.0,46.0,1337.8779105664098
19.0,47.0,1712.7964372305003
19.0,48.0,1274.2398154158261
19.0,49.0,2290.9787497724333
19.0,50.0,939.6761280933761
19.0,51.0,1448.3869468843427
20.0,21.0,848.1004019093791
20.0,22.0,943.9992271962462
20.0,23.0,469.2479403688086
20.0,24.0,947.6078980027104
20.0,25.0,129.53539726304442
20.0,26.0,1133.288226456031
20.0,27.0,1093.7460545554814
20.0,28.0,1492.6918793486298
20.0,29.0,2688.3235990816743
20.0,30.0,835.8691996848428
20.0,31.0,2514.886205353954
20.0,32.0,2719.4687015677528
20.0,33.0,216.2781757539807
20.0,34.0,1059.5354532981626
20.0,35.0,734.7648025138939
20.0,36.0,193.48742153140375
20.0,37.0,890.1668312547058
20.0,38.0,1009.3997769526754
20.0,39.0,1900.8523359095375
20.0,40.0,1022.9498919965318
20.0,41.0,166.36222647293175
20.0,42.0,567.6849644153394
20.0,43.0,1087.270877040996
20.0,44.0,285.46539254465995
20.0,45.0,516.8324085308559
